sample_id,ph_mq,ph_kcl,ph_cacl2,d15n_air_permil,d13c_vpdb_permil,wt_percent_n,wt_percent_c,c_n_ratio,log_cec_meq_100g,log_digest_mg_kg_hg1849,log_digest_mg_kg_li6707,log_digest_mg_kg_mo2020,log_digest_mg_kg_p_1774,log_digest_mg_kg_pb2203,log_digest_mg_kg_sb2068,log_digest_mg_kg_se1960,log_digest_mg_kg_sn1899,log_digest_mg_kg_sr4077,log_digest_mg_kg_tl1908,ec_us_cm,total_mg_l_cl,hr_1_mg_l_cl,hr_24_mg_l_cl,total_mg_l_so4,hr_1_mg_l_so4,hr_24_mg_l_so4,total_mg_l_na,total_mg_l_mg2,total_mg_l_ca2,digest_mg_kg_na5895,digest_mg_kg_mg2852,digest_mg_kg_ca3158,log_ec_us_cm,log_total_mg_l_cl,log_hr_1_mg_l_cl,log_hr_24_mg_l_cl,log_total_mg_l_so4,log_hr_1_mg_l_so4,log_hr_24_mg_l_so4,log_total_mg_l_na,log_total_mg_l_mg2,log_total_mg_l_ca2,log_digest_mg_kg_na5895,log_digest_mg_kg_mg2852,log_digest_mg_kg_ca3158,clr_hr_1_mg_l_f,clr_hr_1_mg_l_cl,clr_hr_1_mg_l_no3,clr_hr_1_mg_l_po4,clr_hr_1_mg_l_so4,clr_hr_24_mg_l_f,clr_hr_24_mg_l_cl,clr_hr_24_mg_l_no3,clr_hr_24_mg_l_po4,clr_hr_24_mg_l_so4,clr_total_mg_l_f,clr_total_mg_l_cl,clr_total_mg_l_no3,clr_total_mg_l_po4,clr_total_mg_l_so4,clr_total_mg_l_ca2,clr_total_mg_l_k,clr_total_mg_l_mg2,clr_total_mg_l_na,clr_total_mg_l_sr2,digest_mg_kg_al3082,digest_mg_kg_as1890,digest_mg_kg_b_2496,digest_mg_kg_ba4554,digest_mg_kg_be3130,digest_mg_kg_cd2288,digest_mg_kg_co2286,digest_mg_kg_cr2835,digest_mg_kg_cu3247,digest_mg_kg_fe2599,digest_mg_kg_k_7664,digest_mg_kg_mn2576,digest_mg_kg_ni2316,digest_mg_kg_si2516,digest_mg_kg_ti3349,digest_mg_kg_v_2924,digest_mg_kg_zn2138
HK-4,7.908,6.235,6.735,-5.71,-27.93,0.01,0.04,4.91,0.4700036292457355,3.1557230098629323,3.5607619513334936,0.09531017980432487,5.608628949247602,1.6428726885203377,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.0260415958332743,1.0986122886681098,88.8,5.0,2.5,2.5,50.0,25.0,25.0,20.53,1.36,13.49,308.75,1429.42,1016.9,4.486386649998124,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.0218872310308424,0.3074846997479607,2.6019486702196644,5.732531887942187,7.2650240465727,6.924514062797091,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2131250731908754,0.7826072003631157,-1.51997789263093,-1.51997789263093,3.0851922933571614,1.7751179581486798,2.26784150933791,-0.5193460123230238,2.195056518959858,-4.333388609390966,3037.77,2.5,3.68,8.35,0.2,2.5,2.09,4.57,2.88,6917.5,1901.59,170.78,0.5,138.97,215.31,4.08,24.35
HK-5,7.686,6.383,6.636,-7.66,-26.69,0.01,0.04,4.22,0.5306282510621704,2.5915163848462583,3.9318256327243257,0.09531017980432487,5.759942241866406,2.248128907197987,0.9162907318741551,1.3862943611198906,1.5851452198650557,1.501852701754163,1.0986122886681098,142.8,5.0,2.5,2.5,50.0,25.0,25.0,21.2,2.38,19.0,273.31,3431.27,1637.45,4.9614450499054845,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.054001181677967,0.8671004876833833,2.9444389791664403,5.610606682092659,8.140685734020453,7.400895432692079,0.6850429846106623,0.40438552709584585,-1.8981995658981998,-1.8981995658981998,2.7069706200898915,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,0.04066181896707377,0.41462826001586706,-1.8879568329781784,-1.8879568329781784,2.717213353009913,1.749629326748207,2.023666092428628,-0.3277091647348499,1.8591915292597336,-4.701367549738215,5995.02,6.08,1.89,26.89,0.3,2.5,4.18,11.75,5.28,11513.94,4941.24,253.09,3.29,138.05,669.62,9.76,39.04
HM-2,6.415,4.581,5.331,-3.92,-25.9,0.02,0.12,6.04,0.6931471805599453,3.0145540277945786,2.6823904543216326,0.09531017980432487,5.904844002824208,1.4996230464268938,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.7351891177396608,1.0986122886681098,24.6,5.0,2.5,2.5,50.0,25.0,25.0,3.97,2.32,9.6,143.04,2973.16,2126.24,3.202746442938317,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.3787660946990992,0.8415671856782185,2.2617630984737906,4.963124311425204,7.997380639242544,7.662110440583198,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.0727360051062913,0.9229962684476994,-1.3795888245463461,-1.3795888245463461,3.225581361441745,1.5753214544873897,2.3890255975864436,0.1551255416918177,0.6923244507126983,-4.128461020168811,6133.2,2.5,3.38,15.41,0.3,2.5,4.87,10.34,1.19,12216.7,1852.88,267.3,1.79,188.57,617.5,18.69,31.01
HM-3,5.951,4.374,4.749,-7.25,-29.64,0.02,0.1,5.88,0.4700036292457355,2.4159137783010487,2.6026896854443837,0.18232155679395465,5.900718933801237,1.6863989535702288,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.4586150226995167,1.0986122886681098,53.8,5.0,2.5,2.5,50.0,25.0,25.0,8.13,1.49,6.55,128.7,3484.0,1879.0,3.9852734671677386,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.0955609235597192,0.3987761199573678,1.8794650496471605,4.857484114602081,8.155936337972394,7.538494999413465,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9948683795589122,1.0008638939950787,-1.3017211989989668,-1.3017211989989668,3.3034489869891246,1.270891031208139,1.6246609964202312,-0.2097978984816537,1.4869869051206979,-3.8787431376947725,6152.0,2.5,0.5,15.2,0.2,2.5,5.1,8.1,0.5,12840.0,2394.0,312.4,2.1,163.7,620.8,18.9,36.0
HM-5,6.884,4.899,5.856,3.09,-26.55,0.03,0.19,6.53,1.4350845252893227,1.937301774518713,3.279029747687948,0.09531017980432487,6.42126448023094,1.8293763327993617,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.2027647577118348,1.0986122886681098,48.2,5.0,2.5,2.5,50.0,25.0,25.0,4.7,1.91,10.35,221.93,5384.31,4091.55,3.8753590210565547,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.547562508716013,0.6471032420585384,2.336986519711378,5.402362016834638,8.59124444767593,8.316679150349813,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.0295419935529395,0.9661902800010516,-1.3363948129929941,-1.3363948129929941,3.2687753729950972,1.6937388872783292,2.19758367990298,0.0038556096254896977,0.9043148762829643,-4.3321270865469845,11539.24,2.5,0.5,24.65,0.4,2.5,7.75,13.28,1.51,19185.11,4744.47,533.7,3.02,281.69,970.22,31.59,55.94
HM-6,6.521,4.881,5.633,-0.62,-26.92,0.06,0.66,11.27,1.0986122886681098,1.252762968495368,3.1458749319837103,0.18232155679395465,5.886992525511271,1.6882490928583902,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.809926773183504,1.0986122886681098,44.6,5.0,2.5,2.5,50.0,25.0,25.0,5.38,4.63,17.23,194.09,4654.31,3090.18,3.7977338590260183,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.682688374173693,1.5325568680981427,2.8466520505398383,5.268321969012636,8.445548951012217,8.035984620622369,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2073509664715836,0.7883813070824072,-1.5142037859116384,-1.5142037859116384,3.0909664000764527,2.025595445188145,2.085297857051081,0.7115002627464496,0.861631768822,-4.327614502671675,9650.3,2.5,0.5,20.54,0.2,2.5,7.52,13.63,0.5,17394.79,2917.84,409.82,2.91,231.16,1052.1,29.46,48.5
HS-1,8.089,6.455,5.673,-9.19,-16.36,0.01,0.09,7.47,1.5040773967762742,1.252762968495368,3.4372078191851885,0.09531017980432487,7.476670549522729,2.924236271848921,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.3541057741283047,1.0986122886681098,80.6,43.09,40.59,2.5,50.0,25.0,25.0,23.33,3.17,60.02,534.16,14970.3,9003.96,4.389498649512583,3.763290951627747,3.7035217308508064,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.1497400860333387,1.1537315878891892,4.0946778400122215,6.280695419549613,9.613823517293035,9.105419759546741,-2.462138429517089,3.281604129860272,-1.8082119621104247,-1.8082119621104247,2.7969582238776662,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.9545112964614058,2.195074016286232,-2.2613641159014604,-2.2613641159014604,2.3438060700866306,2.5264609046707065,2.8155581698664838,-0.414485347452326,1.5815231506918235,-3.570697435885223,18613.86,2.5,0.5,83.96,0.3,2.5,12.87,41.58,25.45,22643.56,10544.55,401.09,18.22,168.51,1152.48,42.77,55.35
HS-2,8.388,6.442,5.712,-4.81,-12.0,0.01,0.07,6.24,1.5040773967762742,1.252762968495368,3.4965075614664802,0.09531017980432487,7.504391559161238,2.128231705849268,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.517497837358316,1.0986122886681098,20.1,5.0,2.5,2.5,50.0,25.0,25.0,17.06,2.8,61.66,619.8,13560.0,10180.0,3.0007198150650303,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.836736542063533,1.0296194171811581,4.121635422458004,6.429396845353648,9.514879561494386,9.228180290104513,-2.567383923192588,0.3891276372081215,-1.9134574557859243,1.4000010115682242,2.691712730202167,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.848462506764105,0.14726976678988568,-2.15531532620416,0.5007395797796699,2.4498548597839314,2.6594672768137895,2.069179920482986,-0.4325487284630565,1.3745683964193183,-3.76475323863826,20040.0,2.5,0.5,83.5,0.6,2.5,12.0,34.8,26.5,20550.0,11490.0,306.8,18.3,185.9,1109.0,38.4,50.8
HS-3,8.25,5.226,5.548,-5.33,-6.27,0.01,0.16,18.45,1.6863989535702288,1.252762968495368,3.4995332823830174,0.09531017980432487,7.484930283289661,2.5572273113676265,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.9454577815143836,1.0986122886681098,12.3,5.0,2.5,2.5,50.0,25.0,25.0,8.32,1.53,68.78,865.8,16910.0,14500.0,2.509599262378372,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.1186622548331173,0.4252677354043441,4.23091300500412,6.76365393500788,9.735660441892627,9.581903928408666,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.5249264978916957,0.4708057756622952,-1.8317793173317503,-1.8317793173317503,2.7733908686563407,3.092280868232315,2.931248953271921,-0.7133644013674609,0.9800301180613122,-3.345907049961526,20330.0,2.5,0.5,92.2,0.4,2.5,14.0,47.7,22.4,24380.0,11860.0,407.2,21.8,212.4,1458.0,47.6,62.7
HS-4,8.184,5.006,5.545,-8.26,-4.74,0.01,0.21,25.31,1.3609765531356006,4.397653890559581,3.510350695558678,0.18232155679395465,6.877337307760604,2.105352923464337,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.9826470340053355,1.0986122886681098,10.7,5.0,2.5,2.5,50.0,25.0,25.0,8.79,1.56,68.81,425.95,11432.87,9956.91,2.3702437414678603,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.1736147116970854,0.44468582126144574,4.231349083214389,6.05432196848885,9.34424781888343,9.206022061480105,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.4168466197842773,0.5788856537697136,-1.7236994392243319,-1.7236994392243319,2.8814707467637595,3.200796824550002,2.3357085531168726,-0.585866437402941,1.1430624530326987,-3.6898122955971644,17755.51,2.5,60.92,76.45,0.7,2.5,12.53,46.09,12.63,24078.16,11422.85,419.84,19.24,181.56,1459.92,48.5,61.42
HS-7,7.894,5.094,5.719,-17.17,-22.86,0.01,0.05,6.48,2.302585092994046,3.561897992353146,3.7309806301325716,0.18232155679395465,8.147314315112954,1.47932922708708,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.795713883027763,1.0986122886681098,20.5,5.0,2.5,2.5,50.0,25.0,25.0,29.98,7.56,49.86,501.3,16556.89,12894.21,3.0204248861443626,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.4005304926744517,2.0228711901914416,3.9092190780954117,6.2172047242694575,9.714557608369892,9.46453365238289,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.77106559821092,0.2246666753430706,-2.077918417650975,-2.077918417650975,2.5272517683371163,2.524447841004382,2.5887230904252174,0.6380999531004119,2.015759255583422,-3.5920461502807504,27475.05,2.5,5.09,124.75,0.4,2.5,26.95,52.99,43.01,29810.38,10678.64,206.49,49.5,163.87,1228.54,95.71,61.28
HV1-8,8.301,7.128,7.67,0.87,-21.29,0.02,0.06,3.58,1.7578579175523736,1.252762968495368,2.474856313934499,0.26236426446749106,5.7480226206349245,2.0268315914075385,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.224857896545748,1.0986122886681098,845.9,345.66,307.89,37.77,50.0,25.0,25.0,273.4,10.24,23.59,1335.33,4228.54,7307.39,6.740401149309969,5.845455632972347,5.729742576325733,3.6315151367243654,3.912023005428146,3.2188758248682006,3.2188758248682006,5.610935924289849,2.3263016196113617,3.1608228934195837,7.196933731298921,8.349612058796785,8.896641443844391,-3.7707814976289473,3.99918190722334,1.4001394648620826,-3.1168550302222835,1.4883151557658076,-2.4477371106918007,3.2239988545591194,-1.7938106432851366,-1.7938106432851366,2.8113595427029545,-3.462408700383624,3.7693412937086133,1.0654483825017969,-2.769261519823679,1.8359086661644124,1.08470855415585,1.8833646073207078,0.25018728034762816,3.534821585026115,-7.192110149017816,14051.9,2.5,0.5,28.04,0.4,2.5,9.78,18.86,23.35,16197.6,1056.89,211.48,19.96,332.83,203.29,42.91,30.44
HV2-5,7.235,6.092,6.909,0.25,-26.22,0.02,0.08,4.05,2.0149030205422647,4.80582269946677,2.7813006628418027,0.7419373447293773,6.679121684924289,2.136530508663963,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.551340040091875,1.7715567619105355,1256.5,211.67,109.67,102.0,903.1,878.1,25.0,326.43,39.08,161.54,2519.92,3917.33,6788.84,7.136085356983647,5.355028458132079,4.697475856772117,4.624972813284271,6.8058332892567535,6.77776048236595,3.2188758248682006,5.788215530631031,3.6656108271745818,5.08475279001415,7.831982433969807,8.27316557826625,8.82303536648821,-0.39559575412148007,1.562331234489056,-0.28791235704751417,-4.521438983402952,3.6426158600828886,1.6765444283999773,2.938021727206104,-3.0732454471980573,-3.0732454471980573,1.5319247387900339,0.676662985576721,2.2391278783179818,-0.2542712907835867,-3.8090477603740425,3.6899327094426564,1.968852210200053,0.9040795671191413,0.5497102473604847,2.6723149508169337,-8.637361497676343,16782.87,14.54,70.42,26.79,1.79,2.5,9.76,19.52,22.41,16543.82,1107.57,247.41,20.22,470.62,232.87,31.47,38.55
HV3-1,7.736,7.035,7.635,6.6,-24.29,0.05,0.05,0.97,2.066862759472976,3.8548175316573667,2.9750192319564492,0.4700036292457355,5.7510476671233155,2.2027647577118348,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.182202802743785,1.0986122886681098,7246.4,1067.45,974.51,92.94,14305.83,7555.38,6750.45,975.68,571.51,5785.07,2138.17,7053.68,29771.37,8.88826007280195,6.973027905598333,6.881934780567618,4.531954123656832,9.568422425471763,8.930015171257963,8.81736444831112,6.88313466379989,6.348281980894554,8.66303573981386,7.667705601988033,8.861304745434712,10.301302472433658,-1.7166301250864784,2.266083282307992,1.1385290291596668,-6.0021458593795165,4.314163672998338,-0.5719690237212856,1.0729522433048966,-1.014049546070968,-4.845296241471826,5.358362567959183,-1.8030176971457412,1.583717343113757,0.4009553720597623,-6.082457743044522,4.179111862987186,3.2737251773292844,-0.9737282692824847,0.9589714184099778,1.4938241013153135,-3.0311015657425338,18001.99,5.67,11.73,32.01,0.89,2.5,11.13,25.25,28.23,19671.97,2231.61,254.87,28.33,513.22,191.65,29.32,45.73
HV3-9,8.359,7.103,7.564,0.18,-25.3,0.02,0.09,5.75,1.7227665977411035,3.3178157727231046,2.5649493574615367,0.33647223662121295,5.854211953681605,2.066862759472976,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.1780538303479458,1.0986122886681098,220.2,62.85,60.35,2.5,50.0,25.0,25.0,45.47,5.13,23.9,910.6,4128.0,7170.0,5.394536224288579,4.140750935036256,4.10016094754354,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.8170527678369193,1.6351056591826783,3.173878458937465,6.814103722900682,8.325548307161398,8.877660933593667,-3.2590569799604308,2.881324796109664,0.9828230229702091,-2.6051305125537665,2.0000396734343244,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.75230687382136,2.774738422334787,0.8629260401242778,-2.0591596932614147,2.5460104927266762,1.8078659462359956,0.9872656946080942,0.26909314648120874,2.4510402551354495,-6.887473430563715,13240.0,2.5,0.5,27.4,0.4,2.5,9.4,18.7,25.4,16020.0,994.3,206.4,19.8,260.4,169.5,34.8,29.8
HVY-4A,9.912,7.285,7.478,-12.71,-5.31,0.01,0.12,17.01,1.4350845252893227,3.1166215908294443,2.454447442303292,0.4700036292457355,6.669218863060446,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.901564199041894,1.0986122886681098,285.9,5.0,2.5,2.5,50.0,25.0,25.0,246.53,5.49,72.96,4747.51,27107.36,12415.51,5.655642099328266,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.507483689931387,1.7029282555214393,4.289911345766076,8.465375549055997,10.207560556710664,9.426701776438042,1.1909854993389746,0.27789989841376783,-2.024685194580278,-2.024685194580278,2.5804849914078134,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,0.03381217019310845,-0.2052047302773914,-2.507789823271437,-2.507789823271437,2.0973803627166543,2.4752687030545846,1.5812071326240686,-0.11171438719005233,3.6928410472198956,-4.548010651797991,12425.45,2.5,0.5,53.58,0.4,2.5,22.86,38.67,10.14,25347.91,3047.71,384.69,119.38,334.59,1794.23,54.47,36.68
HVY-5A,9.957,7.663,7.868,-8.66,-2.72,0.01,0.14,25.24,1.7227665977411035,2.5217206229107165,2.0320878452963655,0.6931471805599453,6.993336467072343,0.9162907318741551,1.4134230285081433,1.3862943611198906,0.9162907318741551,5.535008730407515,1.0986122886681098,610.8,147.7,97.6,50.11,50.0,25.0,25.0,400.55,6.38,65.54,8599.4,42359.44,23755.02,6.414769573344477,4.995183189537334,4.580877493419047,3.914220588971633,3.912023005428146,3.2188758248682006,3.2188758248682006,5.992838602661126,1.8531680973566984,4.182660643270669,9.059447712365877,10.653946579609071,10.075549155548682,0.22577943930055033,3.2676414845820427,-2.6995303699568947,-2.6995303699568947,1.9056398160311963,-2.504278201141254,3.4501632163569336,-1.8503517337345903,-1.8503517337345903,2.754818452253501,-0.6759177430763921,2.7548248999575775,-2.933505470139702,-2.933505470139702,1.6716647158483893,1.9423023536909123,1.5749335268886178,-0.3871901922230583,3.7524803130813695,-4.766086933888012,21696.79,2.5,0.5,95.18,0.2,2.5,37.05,63.45,14.46,40672.69,4240.96,617.67,170.18,517.47,3311.24,94.48,53.51
HVY-9054A,9.718,7.287,7.654,-15.92,-3.59,0.01,0.2,24.48,1.6863989535702288,2.0082140323914683,2.28949985344539,0.5933268452777344,6.995518872985597,1.5539252025038417,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.456047347313921,1.0986122886681098,225.0,5.0,2.5,2.5,50.0,25.0,25.0,247.99,5.45,61.26,6987.9,41512.1,24254.03,5.41610040220442,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.51338842277136,1.6956156086751528,4.115127101404629,8.851935360905419,10.633740229986667,10.096338068125348,0.8736450202467223,0.3572350181868309,-1.9453500748072148,-1.9453500748072148,2.6598201111808764,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-0.355757270441736,-0.20725726212329199,-2.5098423551173377,-2.5098423551173377,2.0953278308707537,2.2984319268472366,1.7838993646889723,-0.12107956588223945,3.696693248213968,-4.170573561938989,19405.24,2.5,0.5,82.56,0.3,2.5,35.28,60.08,12.9,38346.77,4011.09,559.07,171.17,379.13,3101.81,82.76,53.13
HVY-9062A,10.135,8.162,8.369,-12.76,-4.2,0.01,0.15,25.83,1.667706820558076,1.252762968495368,1.9300710850255671,0.5306282510621704,6.741594431627354,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.064428793697647,1.0986122886681098,403.4,5.0,2.5,2.5,50.0,25.0,25.0,468.21,6.01,82.15,5542.91,25748.5,14890.22,5.999928625520111,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,6.148916913222572,1.7934247485471162,4.408546844483277,8.620274912593057,10.156131651967959,9.608459900585695,1.0970800337068392,0.3013762648218018,-2.0012088281722438,-2.0012088281722438,2.603961357815847,1.1310073792469142,0.29289442843678304,-2.0096906645572625,-2.0096906645572625,2.5954795214308284,0.40539834425624965,-0.41173481608468676,-2.7143199090787324,-2.7143199090787324,1.890850276909359,2.3873741159644903,1.868195586344553,-0.22774797997167084,4.127744184703785,-4.611439893964613,14900.2,2.5,0.5,61.28,0.2,2.5,22.85,38.02,11.08,26836.33,3247.5,387.43,100.4,189.22,2014.97,62.87,40.12
HVY-9130A,9.633,8.892,9.02,-9.63,-0.5,0.01,0.16,21.77,1.7749523509116738,1.252762968495368,2.2741856184723477,0.5877866649021191,7.015011995713845,0.9162907318741551,1.4609379041156565,1.3862943611198906,0.9162907318741551,5.320616874042804,1.0986122886681098,10418.0,2500.67,2322.18,178.49,2921.31,2896.31,25.0,3176.5,11.51,76.03,10280.56,31903.81,18897.8,9.251290358305138,7.824313974950707,7.75026167863321,5.184532577241416,7.979787424794902,7.971192791975681,3.2188758248682006,8.063535240706589,2.4432162227337915,4.331127999240345,9.238010012233634,10.370480717377733,9.84680079215608,-1.591720496693215,3.9415139773075962,-1.3171965088189452,-5.195042062445505,4.162445090650067,0.34754460526853026,3.689941505956825,-2.880885432404482,-2.880885432404482,1.724284753583609,-1.1499355726131468,3.934829534175979,-1.377449123598475,-4.582631621334673,4.090302984020175,0.4416435584656173,0.9761250812712698,-1.4462682180409363,4.174050799931861,-5.060667422277673,18376.75,2.5,0.5,74.55,0.2,2.5,28.26,46.19,11.82,32505.01,4001.0,482.77,126.85,302.91,2832.67,77.96,48.0
