sample_id,ph_mq,ph_kcl,ph_cacl2,d15n_air_permil,d13c_vpdb_permil,wt_percent_n,wt_percent_c,c_n_ratio,log_cec_meq_100g,log_digest_mg_kg_hg1849,log_digest_mg_kg_li6707,log_digest_mg_kg_mo2020,log_digest_mg_kg_p_1774,log_digest_mg_kg_pb2203,log_digest_mg_kg_sb2068,log_digest_mg_kg_se1960,log_digest_mg_kg_sn1899,log_digest_mg_kg_sr4077,log_digest_mg_kg_tl1908,ec_us_cm,total_mg_l_cl,hr_1_mg_l_cl,hr_24_mg_l_cl,total_mg_l_so4,hr_1_mg_l_so4,hr_24_mg_l_so4,total_mg_l_na,total_mg_l_mg2,total_mg_l_ca2,digest_mg_kg_na5895,digest_mg_kg_mg2852,digest_mg_kg_ca3158,log_ec_us_cm,log_total_mg_l_cl,log_hr_1_mg_l_cl,log_hr_24_mg_l_cl,log_total_mg_l_so4,log_hr_1_mg_l_so4,log_hr_24_mg_l_so4,log_total_mg_l_na,log_total_mg_l_mg2,log_total_mg_l_ca2,log_digest_mg_kg_na5895,log_digest_mg_kg_mg2852,log_digest_mg_kg_ca3158,clr_hr_1_mg_l_f,clr_hr_1_mg_l_cl,clr_hr_1_mg_l_no3,clr_hr_1_mg_l_po4,clr_hr_1_mg_l_so4,clr_hr_24_mg_l_f,clr_hr_24_mg_l_cl,clr_hr_24_mg_l_no3,clr_hr_24_mg_l_po4,clr_hr_24_mg_l_so4,clr_total_mg_l_f,clr_total_mg_l_cl,clr_total_mg_l_no3,clr_total_mg_l_po4,clr_total_mg_l_so4,clr_total_mg_l_ca2,clr_total_mg_l_k,clr_total_mg_l_mg2,clr_total_mg_l_na,clr_total_mg_l_sr2,digest_mg_kg_al3082,digest_mg_kg_as1890,digest_mg_kg_b_2496,digest_mg_kg_ba4554,digest_mg_kg_be3130,digest_mg_kg_cd2288,digest_mg_kg_co2286,digest_mg_kg_cr2835,digest_mg_kg_cu3247,digest_mg_kg_fe2599,digest_mg_kg_k_7664,digest_mg_kg_mn2576,digest_mg_kg_ni2316,digest_mg_kg_si2516,digest_mg_kg_ti3349,digest_mg_kg_v_2924,digest_mg_kg_zn2138
MSP1-4,9.127,4.934,6.193,-3.91,-29.3,0.02,0.05,3.36,0.5306282510621704,4.717426868333759,3.3196257279683437,0.5306282510621704,5.471556132733606,2.414126467726953,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.4327007339340463,1.0986122886681098,17.7,5.0,2.5,2.5,50.0,25.0,25.0,4.13,2.29,6.56,65.27,1872.26,1138.72,2.8735646395797834,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.4182774069729414,0.8285518175661483,1.8809906029559975,4.178532512647126,7.534901536282257,7.037660103550961,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.021623122834361,0.97410915071963,-1.3284759422744155,-1.3284759422744155,3.276694243713676,1.2456618412415272,2.34782472963266,0.19322305585167798,0.7829486452584711,-4.141886659034452,4450.1,11.18,72.85,22.46,1.3,2.5,4.19,8.68,0.5,10608.78,1929.14,254.99,2.69,203.09,363.97,14.67,29.54
MSP2-1,8.753,4.999,6.089,-10.1,-32.75,0.01,0.04,3.85,0.6931471805599453,3.7218305542536223,3.407179453339703,0.4054651081081644,5.45090968991121,2.278292400425001,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.4085449700547104,1.0986122886681098,23.0,5.0,2.5,2.5,50.0,25.0,25.0,8.17,2.36,5.8,64.14,1901.39,1073.71,3.1354942159291497,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.1004689088719113,0.8586616190375187,1.7578579175523736,4.161068194265009,7.550340476628466,6.978875219985245,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.1016829487262347,0.8940493248277561,-1.4085357681662893,-1.4085357681662893,3.1966344178218016,1.0424693299460295,2.884659652800976,0.14327303143117454,1.3850803212655671,-4.62741159303449,4885.46,2.5,6.67,25.0,0.2,2.5,3.49,7.67,0.5,11235.06,1992.03,277.89,1.79,206.57,399.8,13.75,32.47
MSP3-1,7.536,5.035,5.73,-4.07,-29.16,0.03,0.22,8.06,0.5306282510621704,3.1675825304806504,2.942331496826876,0.09531017980432487,5.026508643252546,2.0781907597781832,0.9162907318741551,1.3862943611198906,0.9162907318741551,0.7419373447293773,1.0986122886681098,365.7,5.0,2.5,2.5,50.0,25.0,25.0,31.31,3.12,6.22,48.2,1100.8,752.3,5.901813325155335,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.443937535338314,1.1378330018213911,1.827769906751088,3.8753590210565547,7.003792467179079,6.623135180566176,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2647680465113407,0.7309642270426502,-1.5716208659513953,-1.5716208659513953,3.0335493200366956,0.9492962213596379,2.6598735344179385,0.25935931642994103,2.5654638499468643,-4.790496690819596,2794.41,2.5,0.5,12.08,0.2,2.5,1.9,3.69,0.5,6229.54,1189.62,164.27,0.5,192.61,224.75,6.79,17.07
MSP3-4,6.659,4.909,5.385,-4.79,-29.67,0.03,0.24,9.74,0.5877866649021191,2.7517480563679295,3.12060125559986,0.18232155679395465,5.725185128416607,2.0268315914075385,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.0296194171811583,1.0986122886681098,113.3,41.6,2.5,39.1,50.0,25.0,25.0,13.24,8.19,40.24,57.78,1440.12,1127.74,4.730039168033961,3.728100167267218,0.9162907318741551,3.66612246699132,3.912023005428146,3.2188758248682006,3.2188758248682006,2.5832425505088623,2.102913897864978,3.6948615257914836,4.056642695038089,7.27248172243135,7.027970909035713,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.224688097087203,2.4816551984306714,1.2793859720295195,-2.570761629680539,2.034408556307552,-3.1875882904886765,1.926806237898432,0.6836127204192146,-2.494441109928731,2.11072907605936,1.893567596422698,2.250143131842038,0.3016199684961922,0.7819486211400766,-4.266397951860606,3546.91,2.5,0.5,17.07,0.1,2.5,2.69,5.39,0.5,8611.78,1530.94,204.99,1.8,187.62,258.88,8.48,24.65
MW2-1,6.824,4.495,5.609,-1.21,-25.74,0.02,0.09,5.96,1.62924053973028,2.3243465847755584,2.589266665112243,0.09531017980432487,5.893355453997663,1.5282278570085572,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.060583245873607,1.0986122886681098,70.8,5.0,2.5,2.5,50.0,25.0,25.0,12.35,2.06,10.08,182.97,4350.7,3827.66,4.259859000699674,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.513656063073986,0.7227059828014898,2.3105532626432224,5.209322204976474,8.378092030676799,8.250008929401433,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.0887906004026293,0.9069416731513615,-1.395643419842684,-1.395643419842684,3.209526766145407,1.6080570233604836,1.938701654831631,0.020209743518751044,1.8111598237912474,-4.614519244710885,9628.26,2.5,0.5,45.29,0.2,2.5,7.52,12.53,0.5,16282.57,2800.6,277.25,4.21,321.24,871.54,25.65,35.57
NP1-1,7.8,6.312,6.841,-10.99,-35.84,0.02,0.07,4.15,1.3609765531356006,1.252762968495368,2.206074192613202,0.18232155679395465,7.104612348170508,5.001258132283659,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.0135687975291283,1.0986122886681098,90.6,76.87,74.37,2.5,50.0,25.0,25.0,23.37,2.57,13.97,3539.92,2049.9,1280.44,4.506454213048934,4.34211568336104,4.309052634715209,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.1514531485507664,0.9439058989071284,2.6369121732688705,8.171859407002405,7.625546290454842,7.154959047845168,0.49293580931373504,2.996983748050868,-2.698363247784231,-2.698363247784231,1.90680693820386,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,0.2739017704865787,2.791468161796573,-2.2437947021244127,-2.2437947021244127,2.3613754838636787,1.0862646517044032,2.220042307747035,-0.6067416226573389,1.6008056269862991,-5.2395269756784035,6348.3,6.59,0.5,18.36,0.4,2.5,5.49,9.88,17.17,13832.34,1327.35,813.37,3.09,220.86,255.49,13.57,215.57
NP2-1,8.156,6.634,7.124,-6.23,-31.61,0.01,0.04,3.57,1.0986122886681098,1.252762968495368,2.4612967841488667,0.18232155679395465,5.797454950518836,4.273048472104136,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.703372611551099,1.0986122886681098,75.7,63.45,60.95,2.5,50.0,25.0,25.0,22.65,1.82,21.2,117.33,2765.53,1919.84,4.3267781604434035,4.150252194160397,4.110053855927281,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,3.120159851929043,0.598836501088704,3.054001181677967,4.764990477435532,7.924987577323824,7.559997128216079,-2.5434448545323836,3.606829829921452,-1.8895183871257197,-1.8895183871257197,2.715651798862371,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.657764026044477,2.878782529235811,-1.9646168454845316,-1.9646168454845316,2.6405533405035597,1.7825315167533806,2.887100869596786,-0.6726331638358822,1.8486901870044568,-4.778027562244568,6538.08,5.11,0.5,45.59,0.5,2.5,5.41,9.72,3.11,13827.66,1711.42,2173.35,4.01,258.62,337.88,11.72,202.61
NP3-1,6.951,5.154,5.965,-9.44,-32.85,0.01,0.06,4.3,0.8754687373538999,1.252762968495368,2.330200260027019,0.4054651081081644,5.751842213399761,4.17392562489244,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.102913897864978,1.0986122886681098,72.1,45.28,42.78,2.5,50.0,25.0,25.0,9.86,1.79,9.75,88.92,2461.08,1155.69,4.278054044290903,3.8128654338949275,3.7560707036542595,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.288486168614544,0.5822156198526637,2.277267285009756,4.487737089095996,7.808355556973642,7.052452847179402,-2.4726482240777794,3.3236433081030348,-1.8187217566711156,-1.8187217566711156,2.786448429316976,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2688101569599883,2.9303496380548295,-1.5756629764000432,-1.5756629764000432,3.029507209588048,1.394751489169658,1.7543963774287725,-0.3003001759874342,1.405970372774446,-4.794538801268244,5867.27,6.99,0.5,21.36,0.3,2.5,5.79,8.58,30.84,13612.77,1401.2,734.43,3.79,184.03,318.26,13.17,223.15
NP3-4,7.715,6.773,7.002,-10.48,-29.7,0.03,0.21,7.06,0.7419373447293773,1.252762968495368,1.9712993830601329,0.09531017980432487,5.744124353939579,4.212571943586751,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.288486168614544,1.0986122886681098,170.6,5.0,2.5,2.5,50.0,25.0,25.0,19.1,7.47,44.18,233.76,1668.33,1159.36,5.139321635057579,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.9496883350525844,2.010894999144726,3.788272197991971,5.4542949480023895,7.4195784050772176,7.055623407706713,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.5666316111836607,0.4291006623703302,-1.8734844306237153,-1.8734844306237153,2.731685755364376,2.607934947928201,2.1210397963161745,0.8305577490809559,1.7693510849888143,-4.176069523617761,4149.4,5.48,0.5,24.6,0.2,2.5,3.98,7.87,0.5,13266.93,1424.3,500.2,2.09,209.26,232.27,10.56,116.43
NP4-5,8.889,7.83,7.63,-6.91,-25.16,0.0,0.02,5.64,0.4700036292457355,4.697931666069403,1.6882490928583902,0.6418538861723948,4.921949789263568,2.2321626286975,0.9162907318741551,1.3862943611198906,0.9162907318741551,1.506297153514587,1.0986122886681098,57.5,5.0,2.5,2.5,50.0,25.0,25.0,7.09,1.67,19.35,41.48,134.87,733.67,4.051784947803305,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,1.958685340544036,0.5128236264286637,2.962692419475791,3.7252113833613265,4.904311351528766,6.598059336237399,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.2007692078948193,0.7949630656591715,-1.507622027334874,-1.507622027334874,3.0975481586532174,2.1482175727008626,2.366075863771604,-0.301651220346265,1.1442104937691073,-4.033350671643129,578.56,13.73,74.85,14.03,1.2,2.5,0.5,2.4,0.5,691.88,213.23,181.56,0.5,192.59,43.29,4.01,12.12
ON-10,9.0,8.583,7.951,-13.24,-18.41,0.01,0.03,4.61,0.9162907318741551,1.252762968495368,2.0082140323914683,0.33647223662121295,5.577879057767046,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.7421295147550726,1.0986122886681098,181.4,126.71,51.18,75.53,50.0,25.0,25.0,52.97,8.57,23.96,660.58,2630.04,4763.1,5.200704537681037,4.841901010810817,3.935348830731643,4.324529928325356,3.912023005428146,3.2188758248682006,3.2188758248682006,3.9697257155564354,2.1482677326096886,3.1763857732472487,6.493118236991262,7.8747543341816275,8.468653995751575,-2.5085038494932563,3.467065809764941,-1.854577382086592,-1.854577382086592,2.750592803901499,-2.5863400690119986,3.778410687839912,-1.9324136016053348,-1.9324136016053348,2.672756584382756,-3.2213257031917353,3.006869668738972,-2.5281785226317903,-2.5281785226317903,2.076991663356301,1.3413544311754038,3.2056804196068804,0.3132363905378437,2.1346943734845905,-3.8011441984446774,7138.1,2.5,0.5,12.1,0.5,2.5,4.74,9.58,4.33,9354.84,750.71,101.51,7.96,128.43,347.88,30.75,12.4
OR-4,8.104,8.017,7.968,-13.58,-14.53,0.02,0.03,1.77,1.0986122886681098,1.252762968495368,1.7595805708638197,0.09531017980432487,5.439209105245518,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.422958873443668,1.0986122886681098,5467.4,1940.75,1707.84,232.92,6129.33,4073.1,2056.23,793.84,288.43,2856.55,1776.55,4319.64,9900.8,8.606558462488827,7.57082977528579,7.44298469314558,5.450695046968919,8.720840724424926,8.312159659274345,7.628629488022611,6.676881929605986,5.664452422192262,7.957369881949711,7.482428560294395,8.370927344432408,9.200370840938692,-5.425877662141247,4.057327859530888,1.2139981716852892,-4.771951194734583,4.926502825659653,-1.636411372149947,2.4740332522004884,-1.1266334174163999,-4.362956155888321,4.65196769325418,-3.570157974924214,2.6269562214485456,-0.28222852092117456,-5.63702073439719,3.7769671705876817,3.013496328112467,0.38050134703008176,0.7205788683550178,1.7330083757687413,-2.7621010810599467,10170.34,2.5,0.5,13.03,0.5,2.5,6.31,12.22,16.93,11162.32,959.62,105.31,13.03,121.94,302.61,33.67,12.42
OR-8,8.76,8.668,8.1,-14.18,-12.78,0.01,0.04,5.68,0.7884573603642702,1.252762968495368,1.925707441737794,0.33647223662121295,5.586536794598434,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,2.6188546222977394,1.0986122886681098,568.8,279.78,277.28,2.5,50.0,25.0,25.0,128.21,38.46,85.54,718.09,2528.83,4008.95,6.343528878489031,5.634003580048285,5.625027825967296,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,4.853669544564609,3.6496187401606335,4.448984102798763,6.576594909382211,7.835512024165427,8.296284640626592,-3.4236231300497435,4.241625524444107,0.11622074490370493,-2.7696966626430797,1.8354735233450117,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-3.947304657994777,3.072993283173399,-1.0070850943710443,-3.2541574774348314,1.35101270855326,1.8879738059238766,1.7496545913132993,1.0886084432857475,2.2926592476897234,-3.2343548501386516,5525.84,2.5,0.5,13.92,5.96,2.5,5.27,11.23,6.76,10646.12,651.89,95.13,8.05,104.47,282.6,57.85,12.43
RM1-1,6.172,7.491,7.706,-2.44,-30.31,0.01,0.02,1.83,1.9600947840472698,3.657130755799356,2.768831673362069,0.6418538861723948,5.789042318607025,2.050270164379556,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.0267792427263345,1.0986122886681098,9627.0,41.91,39.41,2.5,9197.64,9172.64,25.0,2566.95,139.07,3702.13,4026.89,3783.86,10816.73,9.172326929777967,3.73552446193698,3.6740195912069122,0.9162907318741551,9.126702208390672,9.123980419127404,3.2188758248682006,7.850473702691571,4.934977403490519,8.216663608670316,8.300749644858808,8.238499931601496,9.288849288608771,0.3317247242675365,1.0847355881163945,-3.975578364210408,-3.975578364210408,6.534696416036887,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.244778290827854,-0.43724245035834564,-4.865914092855271,-4.865914092855271,4.953935296095346,4.043896696374991,0.42164561703980574,0.7622104911951935,3.677706790396245,-2.445545964204842,14651.39,2.5,12.35,29.08,0.8,2.5,9.26,14.94,25.9,17001.99,1644.42,245.12,13.05,642.03,388.05,42.63,35.56
RM1-8,7.538,5.585,7.051,0.47,-39.12,0.01,0.01,1.4,1.9459101490553132,3.12060125559986,2.854744580253014,0.5306282510621704,5.780897824873725,2.127040520479115,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.6410013738694724,1.0986122886681098,674.5,120.66,118.16,2.5,50.0,25.0,25.0,193.71,1.91,5.9,1221.56,3232.53,5624.75,6.51397167564781,4.792976673012616,4.7720396382231245,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,5.266362195306486,0.6471032420585384,1.7749523509116738,7.107884009425957,8.081020391345406,8.634931781640493,0.26682438570559874,1.5907830563677172,2.6723242578891884,-4.567550942975298,0.03761924301279329,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,1.136077420488475,2.4768467909311904,3.538168101739459,-3.0092770626413707,1.5958931233467206,-0.5411775311697515,0.038098444064458725,-1.6690266400228868,2.9502323132250603,-6.515834959961353,13013.97,2.5,0.5,23.95,0.7,2.5,8.68,15.87,23.95,16257.49,1206.59,256.49,13.27,604.39,267.27,28.94,33.43
RM2-1,8.389,7.44,8.48,-5.24,-20.24,0.05,0.02,0.37,1.9315214116032138,2.6858045921548905,2.423031246069913,0.33647223662121295,5.891312665157541,1.8389610707123492,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.8288587641673772,1.0986122886681098,4176.3,5.0,2.5,2.5,50.0,25.0,25.0,19240.0,307.4,2780.0,16806.39,3698.6,8333.33,8.33718096606263,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,9.864746724219698,5.728149831104496,7.930206206684683,9.729514450216767,8.215709648650776,9.028018415182148,1.8161282864301846,0.12161420164096515,-2.1809708913530805,-2.1809708913530805,2.4241992946350104,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.0635245001629694,-2.074397874523072,-4.376982967517118,-4.376982967517118,0.22818721847097345,4.24637041972751,1.1112106802289832,2.044314044147323,6.180910937262525,-1.919104990117037,10399.2,2.5,2.69,21.66,0.4,2.5,8.08,12.18,33.63,15000.0,1201.6,194.81,11.08,341.32,282.04,48.7,23.55
RM3-1,8.163,7.58,8.046,-1.45,-15.06,0.02,0.02,1.37,1.7578579175523736,3.914021008090819,1.7595805708638197,0.5306282510621704,5.86220971125072,2.1294214739848565,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.8218794555751803,1.0986122886681098,4485.3,69.82,67.32,2.5,3936.84,3911.84,25.0,1018.18,90.26,936.91,2090.18,4058.12,7292.59,8.408560661887991,4.24592050167689,4.209457369322605,0.9162907318741551,8.278133650036628,8.271763130522787,3.2188758248682006,6.925771998768935,4.502694394398855,6.842587226397886,7.645005465652277,8.308475091165889,8.894614043112414,-0.8959579692807877,0.8386430861073184,-0.08652531979885358,-4.757108644335177,4.9009488473075,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.5730988870547455,0.18791496483414427,-0.7643933658605278,-4.751152717402691,4.220128113193882,2.7845816895551403,0.01136303930917748,0.444688857556109,2.8677664619261893,-3.427798156056675,14148.3,6.31,11.82,23.35,0.8,2.5,10.52,14.03,28.36,17134.27,1491.98,236.57,13.83,527.66,325.25,52.91,30.96
RM3-8,7.875,7.331,7.756,3.09,-11.12,0.02,0.03,1.87,2.379546134130174,3.484618989801228,1.9544450515051506,0.33647223662121295,5.717619631444223,2.2874714551839976,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.096841442420688,1.0986122886681098,3827.4,107.69,105.19,2.5,5942.8,5917.8,25.0,504.45,219.95,3978.0,1577.53,4145.13,12167.0,8.249941000475964,4.679256729340789,4.6557682387511825,0.9162907318741551,8.689935681763197,8.685720037188004,3.2188758248682006,6.223468726854389,5.3934002477947285,8.288534459413917,7.363615611667186,8.329689430165642,9.406482647787449,-1.16814834689777,1.2001484366694148,-0.4201861616762246,-4.8419141632016585,5.230100235106236,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9914537022773415,0.3882224430897008,-1.243658779545259,-4.984181466811034,4.398901395512109,3.9975001731628286,-0.7394074255635288,1.10236596154364,1.9324344406033003,-2.8607230397144234,17107.36,2.5,2.09,37.97,0.8,2.5,9.84,15.61,10.34,17167.0,1826.04,291.85,14.91,479.32,302.88,34.89,37.87
SH1-1,4.658,4.134,4.654,-4.11,-24.24,0.09,0.11,1.22,2.4159137783010487,3.1629401925378975,1.8293763327993617,0.4700036292457355,5.376157650666373,2.976039640208255,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.369148547308628,1.0986122886681098,20285.0,5.0,2.5,2.5,18890.5,18865.5,25.0,4468.04,2542.61,4733.19,4541.25,4638.83,14778.67,9.917636975640548,1.6094379124341003,0.9162907318741551,0.9162907318741551,9.84641442917649,9.84509013615532,3.2188758248682006,8.404705112700494,7.840946391490275,8.462354672772602,8.420957583535412,8.442217458251427,9.600940203984967,-0.5061454465814621,-2.8460263243192045,2.4180101082519574,-5.1486114173132504,6.082773079961961,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.193022262709179,-3.8447530873335305,0.7266534685017518,-6.147338180327576,4.392223429408858,3.0081636730049706,-0.2838774738039609,2.3867553917226436,2.950514112932863,-0.9953190713968381,10130.78,5.23,0.5,37.73,1.11,2.5,8.15,12.78,0.5,14517.1,1708.25,289.34,10.26,458.55,115.49,16.7,43.96
SH1-6,5.369,4.382,5.272,-1.12,-24.41,0.1,0.56,5.79,2.0541237336955462,2.9030685886905716,0.5306282510621704,0.5877866649021191,5.592962639550957,3.021400020302569,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.636269503841639,1.0986122886681098,4581.7,79.14,76.64,2.5,3369.81,3344.81,25.0,1213.4,310.37,854.69,1875.5,3219.12,5037.85,8.429825387277633,4.371218435957278,4.339119133662605,0.9162907318741551,8.122611641935046,8.115165169753265,3.2188758248682006,7.101181615508198,5.7377651341536655,6.7507388300918265,7.536630569521942,8.076863309261945,8.52473468274958,-5.093349712352547,1.2859902498366123,3.184746421534545,-4.439423244945883,5.062036285927272,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-5.573993663250214,0.18351913382695528,2.0506643846462653,-4.880846482690268,3.9349123398047237,2.5630395279615037,0.13152064425074617,1.5500658320233427,2.913482313377875,-2.8723640299509263,10428.29,5.18,0.5,43.13,0.5,2.5,9.26,12.35,6.77,15029.88,1431.27,349.9,12.05,255.18,67.13,20.32,42.33
SH2-1,4.479,3.71,4.481,0.36,-24.48,0.08,0.64,8.04,2.1400661634962708,2.5687881337687024,1.2781522025001875,0.6931471805599453,5.581765488467756,2.982140320034524,1.6054298910365616,1.3862943611198906,0.9162907318741551,4.132763672126045,1.0986122886681098,7882.5,5.0,2.5,2.5,9392.25,9367.25,25.0,1059.6,1127.4,2951.0,1665.34,4223.11,6567.73,8.972400391419216,1.6094379124341003,0.9162907318741551,0.9162907318741551,9.147640160112251,9.14497484229463,3.2188758248682006,6.965646757397915,7.027669375647474,7.989899374942939,7.417784585771908,8.348327102427998,8.789923541882905,-0.873609875860808,-2.410046895410418,2.1776515446656335,-4.712631988404464,5.818637215010057,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.207441268163352,-3.061005170129202,0.8345631972269834,-5.363590263123248,4.477197077548949,3.3194562923796367,-0.68386934587086,2.357226293084172,2.295203674834612,-1.9677404877876876,12151.39,7.07,0.5,41.83,0.8,2.5,9.46,16.63,0.5,17350.6,1784.86,315.04,13.15,564.14,195.72,22.31,52.79
SH3-2,4.279,3.63,4.245,-3.09,-25.09,0.21,0.17,0.84,2.2823823856765264,2.401525040848949,1.6331544390514163,0.5877866649021191,5.922891230452735,2.979094632400968,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.377139713100487,1.0986122886681098,23742.7,5.0,2.5,2.5,18257.99,18232.99,25.0,5060.13,4789.81,4981.68,5236.95,7722.89,8522.09,10.07503039379438,1.6094379124341003,0.9162907318741551,0.9162907318741551,9.81235807141976,9.810987869582958,3.2188758248682006,8.52914745365109,8.474246023647472,8.513522462526774,8.56349454678308,8.951943925298076,9.050416894905288,-0.739477463037765,-3.0677303027803884,3.350556326664175,-5.370315395774434,5.826966834928414,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.1859766760765,-3.826137761153441,1.8991648193363293,-6.128722854147487,4.376782397832219,3.077946788939233,-1.1253136051429706,3.038670350059931,3.0935717800635487,-2.2199852397108697,12249.0,2.5,0.5,38.86,1.0,2.5,9.04,14.66,0.5,18995.98,1898.59,338.76,13.86,967.07,144.58,25.6,60.24
SH3-8,6.507,5.82,6.446,-3.76,-24.54,0.16,0.16,1.01,2.0149030205422647,2.21375387928743,0.04879016416943201,0.4054651081081644,5.6259650669428645,2.933324813425374,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.210645017918261,1.0986122886681098,13652.0,40.0,37.5,2.5,8361.96,8336.96,25.0,2697.85,1547.45,3336.16,2998.01,4012.92,6928.43,9.521641310026597,3.6888794541139363,3.624340932976365,0.9162907318741551,9.031448128360463,9.028453920510174,3.2188758248682006,7.90021043848382,7.34436369385906,8.11257572395921,8.005704014214018,8.297274434857641,8.843388515290792,-5.271307695292178,0.39325406621074155,3.6980678032224037,-4.617381227885514,5.79736705374455,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-6.293491376132214,-1.2183175608983867,2.0222023320276854,-5.600344195572268,4.12425111334814,3.2053787089468875,-0.3364112558860626,2.4371666788467374,2.9930134234714973,-1.3334478681520179,10268.39,2.5,0.5,41.05,0.5,2.5,8.85,11.73,9.84,13121.27,1488.07,269.98,11.93,325.75,60.93,29.72,31.91
